source_file,relative_path,output_file,flattened_policy_chunks,num_steps,raw_motion_norm_mean,raw_motion_norm_max,adapted_motion_norm_mean,adapted_motion_norm_max,raw_motion_jump_mean,raw_motion_jump_max,adapted_motion_jump_mean,adapted_motion_jump_max,norm_clipped_count,jump_clipped_count,bound_clipped_count,gripper_thresholded_count
/home/lin17/openpi/results/libero_dataset_500/task0_ep18/actions.npy,task0_ep18/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep18/adapted_actions.npy,False,83,0.8573901434533756,1.1242076434687658,0.8485266940093696,1.1035513541285984,0.12131151660929845,0.33399211874458656,0.11062554866058535,0.2803220057579254,0,0,29,83
/home/lin17/openpi/results/libero_dataset_500/task0_ep19/actions.npy,task0_ep19/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep19/adapted_actions.npy,False,86,0.8620545363636414,1.1956279257586144,0.8518019775762751,1.1839863716355343,0.1284814222091753,0.4161354751221256,0.119113159141692,0.3686237260239025,0,0,47,86
/home/lin17/openpi/results/libero_dataset_500/task0_ep2/actions.npy,task0_ep2/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep2/adapted_actions.npy,False,82,0.9018251715510839,1.2238633429649708,0.8938224408815624,1.2050166997560596,0.12561493865728057,0.3213456631218117,0.11530137724393963,0.27171957390134654,0,0,40,82
/home/lin17/openpi/results/libero_dataset_500/task0_ep20/actions.npy,task0_ep20/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep20/adapted_actions.npy,False,80,0.8690887600701533,1.2213284112460792,0.8586033309988735,1.2154415082635903,0.12937576444317317,0.7203911271500738,0.12211057754813097,0.49999998122812395,0,1,46,80
/home/lin17/openpi/results/libero_dataset_500/task0_ep21/actions.npy,task0_ep21/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep21/adapted_actions.npy,False,72,0.8532654449937541,1.2254308404625989,0.8420498674194008,1.200428357966602,0.13977218453739562,0.6443417427596053,0.13034996130549065,0.4728285471504689,0,0,36,72
/home/lin17/openpi/results/libero_dataset_500/task0_ep22/actions.npy,task0_ep22/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep22/adapted_actions.npy,False,77,0.8178628843698725,1.1091083519377065,0.8076549231774284,1.0823270320695213,0.12303191417519392,0.40138969092423127,0.11345525965583904,0.35780783616863215,0,0,34,77
/home/lin17/openpi/results/libero_dataset_500/task0_ep23/actions.npy,task0_ep23/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep23/adapted_actions.npy,False,73,0.8391596219548636,1.1845286288215031,0.8266682650173419,1.1658375415766546,0.13529095791894397,0.418139065807136,0.12725279401212697,0.3566660681292196,0,0,41,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep24/actions.npy,task0_ep24/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep24/adapted_actions.npy,False,72,0.8824756703744617,1.1440282435801241,0.8743163977996384,1.1194851270314745,0.12540189941497348,0.28029511104572846,0.11822835714668115,0.2651173461423444,0,0,52,72
/home/lin17/openpi/results/libero_dataset_500/task0_ep25/actions.npy,task0_ep25/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep25/adapted_actions.npy,False,76,0.8724192202685108,1.1762184216611082,0.8604281991637773,1.1720084545049023,0.1319945071227621,0.4039159381390758,0.12397284357681179,0.3638978888658576,0,0,44,76
/home/lin17/openpi/results/libero_dataset_500/task0_ep26/actions.npy,task0_ep26/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep26/adapted_actions.npy,False,75,0.8298621613168143,1.1711825415555348,0.8188761166502632,1.1414015965548614,0.1240168445207304,0.3780422146151685,0.11646349827824695,0.3298727426375998,0,0,29,75
/home/lin17/openpi/results/libero_dataset_500/task0_ep27/actions.npy,task0_ep27/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep27/adapted_actions.npy,False,103,0.8288261830074487,1.2297689932723652,0.7926039143996395,1.1894802493748735,0.15156448667891143,2.1739853800652287,0.13922452855299955,0.5000000206001926,0,4,65,103
/home/lin17/openpi/results/libero_dataset_500/task0_ep28/actions.npy,task0_ep28/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep28/adapted_actions.npy,False,70,0.8844581052023303,1.2046217968686004,0.8737006099938361,1.1946452662129796,0.1334278896530294,0.6898339454526928,0.12416272202475259,0.49999999654531413,0,1,38,70
/home/lin17/openpi/results/libero_dataset_500/task0_ep29/actions.npy,task0_ep29/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep29/adapted_actions.npy,False,73,0.8516370147037762,1.196798206486489,0.8430277365716956,1.186426358148052,0.12594111616073428,0.5175380136542852,0.11550686845239312,0.40109373790926356,0,0,43,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep3/actions.npy,task0_ep3/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep3/adapted_actions.npy,False,78,0.834472236761147,1.129788868887578,0.8234451390667658,1.1176519566124246,0.1278213761151214,0.5376642951132423,0.1196163738468051,0.41067916592003534,0,0,47,78
/home/lin17/openpi/results/libero_dataset_500/task0_ep30/actions.npy,task0_ep30/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep30/adapted_actions.npy,False,106,0.8126560436983506,1.178181787147486,0.7981381729066691,1.1450172147004432,0.15084568192204195,0.8509557901728391,0.1340796237874589,0.4999999963369681,0,2,49,106
/home/lin17/openpi/results/libero_dataset_500/task0_ep31/actions.npy,task0_ep31/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep31/adapted_actions.npy,False,73,0.8422015699845044,1.203413125625603,0.8299663983869577,1.1984329510136866,0.13232971814832303,0.3909979921434749,0.1248557534604316,0.34024753110586187,0,0,42,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep32/actions.npy,task0_ep32/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep32/adapted_actions.npy,False,109,0.7943227943336337,1.2055861663289742,0.7811092183061145,1.1708777601825506,0.13959372583279114,0.6329589884306323,0.12759976040059068,0.5000000138936482,0,2,58,109
/home/lin17/openpi/results/libero_dataset_500/task0_ep33/actions.npy,task0_ep33/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep33/adapted_actions.npy,False,75,0.8513643782144121,1.1966787530685556,0.8435902031075874,1.1860251594623223,0.13282132145257666,0.39994046088330115,0.12483318308910278,0.37337759515147967,0,0,37,75
/home/lin17/openpi/results/libero_dataset_500/task0_ep34/actions.npy,task0_ep34/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep34/adapted_actions.npy,False,73,0.8273743421774303,1.188334903419469,0.8157786229943385,1.1694336877638962,0.12371370171599187,0.3758718385560015,0.1171521369480846,0.3418100266870519,0,0,35,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep35/actions.npy,task0_ep35/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep35/adapted_actions.npy,False,104,0.8309376083923486,1.2545787628419618,0.8146853005395831,1.231903242940637,0.14784273435096515,0.7940685977673172,0.13713937532829543,0.5000000280614686,0,3,50,104
/home/lin17/openpi/results/libero_dataset_500/task0_ep36/actions.npy,task0_ep36/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep36/adapted_actions.npy,False,72,0.8515239086700337,1.1828437869471542,0.8393901895419273,1.170980761838646,0.13255905305703067,0.5046947509233447,0.1252950086670616,0.3733875978092618,0,0,45,72
/home/lin17/openpi/results/libero_dataset_500/task0_ep37/actions.npy,task0_ep37/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep37/adapted_actions.npy,False,78,0.8889596708711366,1.2018914687245872,0.8796634842183974,1.188604219710812,0.12806816096665374,0.41102112811769137,0.11965676924407417,0.31824620488271166,0,0,45,78
/home/lin17/openpi/results/libero_dataset_500/task0_ep38/actions.npy,task0_ep38/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep38/adapted_actions.npy,False,101,0.829150211363494,1.1563891694824193,0.815021958231368,1.1378469426686708,0.1406904525800014,0.8765871270489329,0.13267255344661616,0.5000000030760601,0,3,42,101
/home/lin17/openpi/results/libero_dataset_500/task0_ep39/actions.npy,task0_ep39/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep39/adapted_actions.npy,False,71,0.8686853935219424,1.2064481959073607,0.8582212547469709,1.1941314739239424,0.14816057508889344,0.5967498790453357,0.13604263887438794,0.38979371276216573,0,0,23,71
/home/lin17/openpi/results/libero_dataset_500/task0_ep4/actions.npy,task0_ep4/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep4/adapted_actions.npy,False,73,0.8850274473721315,1.1650019764335882,0.874233638241083,1.1532473486651438,0.12966155341562816,0.39942931000693704,0.12419368963534388,0.3080303409406842,0,0,37,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep40/actions.npy,task0_ep40/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep40/adapted_actions.npy,False,73,0.8572976724741154,1.2498938974460372,0.8457709822558126,1.2210134612192425,0.13482355771566565,0.4291649656308063,0.12625247636805595,0.3469166216281546,0,0,43,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep41/actions.npy,task0_ep41/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep41/adapted_actions.npy,False,78,0.8772789403942945,1.198376634349325,0.869775506331547,1.1784474468094783,0.13787871197447996,0.4431804331272354,0.12837649074872123,0.35264271577208556,0,0,52,78
/home/lin17/openpi/results/libero_dataset_500/task0_ep42/actions.npy,task0_ep42/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep42/adapted_actions.npy,False,80,0.8979820978832211,1.2266048237774128,0.888881705595557,1.2144223795899673,0.12642068096299455,0.33269483785254744,0.11895808177142891,0.28492389279822616,0,0,43,80
/home/lin17/openpi/results/libero_dataset_500/task0_ep43/actions.npy,task0_ep43/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep43/adapted_actions.npy,False,76,0.8829087581420996,1.2325222224774643,0.874701055190445,1.2094249155692074,0.13442831807698402,0.4617381511486906,0.12347764761676927,0.366891617965885,0,0,45,76
/home/lin17/openpi/results/libero_dataset_500/task0_ep44/actions.npy,task0_ep44/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep44/adapted_actions.npy,False,72,0.8460698654826788,1.131768890836861,0.8373669331710878,1.1183883033912563,0.12131867252432611,0.46071755563493283,0.11491889546084257,0.42352742655917236,0,0,44,72
/home/lin17/openpi/results/libero_dataset_500/task0_ep45/actions.npy,task0_ep45/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep45/adapted_actions.npy,False,73,0.8616465929272717,1.193273184904111,0.849926907652911,1.1732782332054064,0.1336357751203599,0.5935701267575647,0.12639561210129008,0.4700793794222526,0,0,38,73
/home/lin17/openpi/results/libero_dataset_500/task0_ep46/actions.npy,task0_ep46/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep46/adapted_actions.npy,False,72,0.9069891948139754,1.2332088516878181,0.8953171152968622,1.2097953655873184,0.14043368303596884,0.504602540511207,0.13043317147823824,0.36857640575867784,0,0,42,72
/home/lin17/openpi/results/libero_dataset_500/task0_ep47/actions.npy,task0_ep47/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep47/adapted_actions.npy,False,112,0.8528350691010436,1.3785877838604963,0.8378842598876018,1.3432275828162592,0.17006396698692702,0.981347897227736,0.14931569485296836,0.5000000027909695,0,2,64,112
/home/lin17/openpi/results/libero_dataset_500/task0_ep48/actions.npy,task0_ep48/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep48/adapted_actions.npy,False,104,0.8456640619845067,1.3818260918972909,0.8315335604591281,1.3337371835553165,0.15062518424236102,0.7136988211697074,0.13997601440623622,0.5000000049937892,0,2,56,104
/home/lin17/openpi/results/libero_dataset_500/task0_ep49/actions.npy,task0_ep49/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep49/adapted_actions.npy,False,72,0.9212286534524404,1.19332035145651,0.9088486715514542,1.1722388119359908,0.14185838560999373,0.5427515212250006,0.13153435132803032,0.446153946863627,0,0,43,72
/home/lin17/openpi/results/libero_dataset_500/task0_ep5/actions.npy,task0_ep5/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep5/adapted_actions.npy,False,71,0.8552964164690166,1.145556409986335,0.8455228341057299,1.1367592262076058,0.13548235641241274,0.5763249662973948,0.12619592406655267,0.4457189553183363,0,0,40,71
/home/lin17/openpi/results/libero_dataset_500/task0_ep6/actions.npy,task0_ep6/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep6/adapted_actions.npy,False,77,0.85075489660746,1.1906209700598072,0.8397756041758985,1.1668101156844195,0.12440025735316185,0.39706161490770964,0.11870539245584821,0.31613689969872283,0,0,36,77
/home/lin17/openpi/results/libero_dataset_500/task0_ep7/actions.npy,task0_ep7/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep7/adapted_actions.npy,False,80,0.9035013207444109,1.1810103224773707,0.8931646499260364,1.1762739629575278,0.1251050987765214,0.6449477140741028,0.11760965177952908,0.4999999871080272,0,1,45,80
/home/lin17/openpi/results/libero_dataset_500/task0_ep8/actions.npy,task0_ep8/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep8/adapted_actions.npy,False,79,0.8602824380288975,1.15691581604505,0.8487389270011694,1.1503448530556257,0.13292660782944068,0.39239413824606045,0.12212271426256806,0.32420391630267886,0,0,40,79
/home/lin17/openpi/results/libero_dataset_500/task0_ep9/actions.npy,task0_ep9/actions.npy,results_summary/action_adapter_demo/adapted/task0_ep9/adapted_actions.npy,False,74,0.8440668871400278,1.242579970789321,0.8323578068237315,1.2248206879499772,0.12756179913536014,0.4939226351201487,0.12112259555024643,0.41535241811514667,0,0,44,74
/home/lin17/openpi/results/libero_dataset_500/task1_ep0/actions.npy,task1_ep0/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep0/adapted_actions.npy,False,108,0.8141732328705841,1.1391719081813612,0.8087917570564935,1.12034617494548,0.09432791362689223,0.3364284861570882,0.08672894629152207,0.2779577297754023,0,0,79,108
/home/lin17/openpi/results/libero_dataset_500/task1_ep1/actions.npy,task1_ep1/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep1/adapted_actions.npy,False,99,0.8180931339539317,1.2029713852512804,0.8124557780027937,1.1860370882666043,0.09468537118910371,0.3042406377982976,0.08756852283351092,0.2562082366612277,0,0,72,99
/home/lin17/openpi/results/libero_dataset_500/task1_ep10/actions.npy,task1_ep10/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep10/adapted_actions.npy,False,101,0.8080380434601129,1.1547797324865154,0.8024501688897965,1.1373421171002207,0.08855886877577605,0.3341968263478322,0.08332456438963814,0.26473864625925625,0,0,72,101
/home/lin17/openpi/results/libero_dataset_500/task1_ep11/actions.npy,task1_ep11/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep11/adapted_actions.npy,False,113,0.7737407038791418,1.1994116988929202,0.7675686216818738,1.1877430105293467,0.10469736707590546,0.4071875201137433,0.09633161918386646,0.3360895095226993,0,0,79,113
/home/lin17/openpi/results/libero_dataset_500/task1_ep12/actions.npy,task1_ep12/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep12/adapted_actions.npy,False,108,0.8004993011706333,1.177749214092133,0.7953899432985239,1.1464400764745302,0.1023325808761795,0.6034921873185334,0.08918050020554254,0.451970043679267,0,0,71,108
/home/lin17/openpi/results/libero_dataset_500/task1_ep13/actions.npy,task1_ep13/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep13/adapted_actions.npy,False,110,0.7961912005045417,1.1916300990196915,0.7905941331466236,1.183303508134961,0.09852122719608125,0.583258379965074,0.09087814513330246,0.42159858580916976,0,0,74,110
/home/lin17/openpi/results/libero_dataset_500/task1_ep14/actions.npy,task1_ep14/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep14/adapted_actions.npy,False,110,0.7878527464289039,1.224561504393179,0.7813742020682678,1.2073806055256822,0.08987580383957176,0.3224844712945465,0.08481387856759826,0.2664569918532488,0,0,67,110
/home/lin17/openpi/results/libero_dataset_500/task1_ep15/actions.npy,task1_ep15/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep15/adapted_actions.npy,False,102,0.8029706963113487,1.1774468836134284,0.7968567574893785,1.1645012182810572,0.09038805605801258,0.38060393798937736,0.08424762004444175,0.2897745441776504,0,0,71,102
/home/lin17/openpi/results/libero_dataset_500/task1_ep16/actions.npy,task1_ep16/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep16/adapted_actions.npy,False,104,0.800230263296661,1.2296965273811349,0.7951077922331243,1.208884307405252,0.08755129139531556,0.25195048923951024,0.08287666281400971,0.2007611042569948,0,0,72,104
/home/lin17/openpi/results/libero_dataset_500/task1_ep17/actions.npy,task1_ep17/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep17/adapted_actions.npy,False,101,0.8154629175620332,1.2066865362914487,0.8092470933745975,1.1992630390609125,0.10819059886256982,0.31096146127707114,0.09631884912998051,0.26959181535349613,0,0,67,101
/home/lin17/openpi/results/libero_dataset_500/task1_ep18/actions.npy,task1_ep18/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep18/adapted_actions.npy,False,104,0.8097577845277407,1.1664751820238048,0.8048601282458085,1.1570580755423692,0.09155744371651513,0.31439169989707905,0.0849606835572271,0.2373587898873448,0,0,74,104
/home/lin17/openpi/results/libero_dataset_500/task1_ep19/actions.npy,task1_ep19/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep19/adapted_actions.npy,False,109,0.8174991962857165,1.1789563899217221,0.8118189171853677,1.171256608497768,0.08977355145960864,0.5321005515795928,0.0821237450558111,0.39061999577111656,0,0,80,109
/home/lin17/openpi/results/libero_dataset_500/task1_ep2/actions.npy,task1_ep2/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep2/adapted_actions.npy,False,111,0.7753381602478966,1.1267497277406477,0.7699676351217443,1.0907719101203723,0.08747376838352433,0.24868598580631407,0.08105920636988168,0.2206257935367811,0,0,71,111
/home/lin17/openpi/results/libero_dataset_500/task1_ep20/actions.npy,task1_ep20/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep20/adapted_actions.npy,False,107,0.8396158650490192,1.212185511258607,0.8340205524270909,1.204307057850032,0.09438044500312281,0.3413837926779571,0.0863135505409672,0.22595894410949496,0,0,81,107
/home/lin17/openpi/results/libero_dataset_500/task1_ep21/actions.npy,task1_ep21/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep21/adapted_actions.npy,False,101,0.8361450379709261,1.2454392497943976,0.8313835879964063,1.2292718249918912,0.09875857650257229,0.34790962659847385,0.09215634163281203,0.2698659601279919,0,0,83,101
/home/lin17/openpi/results/libero_dataset_500/task1_ep22/actions.npy,task1_ep22/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep22/adapted_actions.npy,False,107,0.7990074319346383,1.2099156684713972,0.7925255071434812,1.180551836083295,0.08981059943991686,0.47855275033427347,0.08346333160919232,0.34566590998701724,0,0,64,107
/home/lin17/openpi/results/libero_dataset_500/task1_ep23/actions.npy,task1_ep23/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep23/adapted_actions.npy,False,110,0.8348321163449465,1.2301656096854219,0.8289072057789648,1.2258141224609658,0.08636014417782696,0.2783228714000942,0.0804735618310032,0.2439417278126825,0,0,57,110
/home/lin17/openpi/results/libero_dataset_500/task1_ep24/actions.npy,task1_ep24/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep24/adapted_actions.npy,False,111,0.8007205628459086,1.2509929745756416,0.7950723040127977,1.2387180999195044,0.08956168432802256,0.27323788957788236,0.08364445070772109,0.21758628110531641,0,0,72,111
/home/lin17/openpi/results/libero_dataset_500/task1_ep25/actions.npy,task1_ep25/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep25/adapted_actions.npy,False,105,0.7978741556242828,1.1743505707361388,0.7925072479550533,1.1426371366602972,0.09197248369370382,0.39103762050770974,0.0835582551200765,0.30747630618817134,0,0,66,105
/home/lin17/openpi/results/libero_dataset_500/task1_ep26/actions.npy,task1_ep26/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep26/adapted_actions.npy,False,104,0.8090343765593386,1.1968464853925918,0.8036050015765736,1.1877913347103388,0.09554948554443213,0.34328977353865836,0.08837256482400058,0.2811876273309784,0,0,68,104
/home/lin17/openpi/results/libero_dataset_500/task1_ep27/actions.npy,task1_ep27/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep27/adapted_actions.npy,False,104,0.8042867798411547,1.2535314184244566,0.7980794200460962,1.2415955805581258,0.08878575719881411,0.37806090438194234,0.08401714095029642,0.29762702187252627,0,0,65,104
/home/lin17/openpi/results/libero_dataset_500/task1_ep28/actions.npy,task1_ep28/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep28/adapted_actions.npy,False,105,0.815258705133701,1.2464819960546638,0.8097589487633674,1.237395776974936,0.08925992733270904,0.5286578021421385,0.08395582165067171,0.3873659502556407,0,0,69,105
/home/lin17/openpi/results/libero_dataset_500/task1_ep29/actions.npy,task1_ep29/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep29/adapted_actions.npy,False,110,0.7945322004277413,1.2398989365084327,0.7894744154175681,1.230768147048948,0.08637633604030848,0.42151354190478796,0.07999951868933944,0.3249187174172762,0,0,73,110
/home/lin17/openpi/results/libero_dataset_500/task1_ep3/actions.npy,task1_ep3/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep3/adapted_actions.npy,False,102,0.8251957874204455,1.2033764656127428,0.8213039637511277,1.1960803392386499,0.08231280137662576,0.2857857848285408,0.078217028457433,0.2275305438082467,0,0,70,102
/home/lin17/openpi/results/libero_dataset_500/task1_ep30/actions.npy,task1_ep30/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep30/adapted_actions.npy,False,107,0.8254469001202299,1.1883888829542817,0.8197848871910354,1.170938692611912,0.09074085823102208,0.4252379101521514,0.08319617538129186,0.3372788531406858,0,0,71,107
/home/lin17/openpi/results/libero_dataset_500/task1_ep31/actions.npy,task1_ep31/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep31/adapted_actions.npy,False,99,0.7933046095756202,1.196866646779157,0.7868321171599774,1.1711122184654637,0.09825156774068292,0.34656862726292725,0.09080670860494398,0.25741166406365973,0,0,64,99
/home/lin17/openpi/results/libero_dataset_500/task1_ep32/actions.npy,task1_ep32/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep32/adapted_actions.npy,False,108,0.8051126292741074,1.1966424012498427,0.7999785136664845,1.1859158242242576,0.0888702931683151,0.24709363716925406,0.08161660262509551,0.22027463568049827,0,0,70,108
/home/lin17/openpi/results/libero_dataset_500/task1_ep33/actions.npy,task1_ep33/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep33/adapted_actions.npy,False,127,0.771633854922339,1.2015722390360384,0.7683056361254905,1.1965145996895776,0.08200042210272905,0.34833113514390013,0.07621513335210478,0.25561353784990565,0,0,81,127
/home/lin17/openpi/results/libero_dataset_500/task1_ep34/actions.npy,task1_ep34/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep34/adapted_actions.npy,False,104,0.7918983313410444,1.1854183751050633,0.7869421977381891,1.1672932344991407,0.08706960510548994,0.2808964297267384,0.0822936995290235,0.24536264075249278,0,0,65,104
/home/lin17/openpi/results/libero_dataset_500/task1_ep35/actions.npy,task1_ep35/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep35/adapted_actions.npy,False,106,0.8085416939252128,1.2076820483695878,0.8027677818466983,1.1946270771969798,0.08805043070596259,0.34586771960146245,0.0833987290737683,0.27883982559725506,0,0,76,106
/home/lin17/openpi/results/libero_dataset_500/task1_ep36/actions.npy,task1_ep36/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep36/adapted_actions.npy,False,119,0.7191463563372337,1.1143705151145624,0.7139984613150745,1.105146702683899,0.08360162567907789,0.2878841474267813,0.07666250619712413,0.2632006848808192,0,0,65,119
/home/lin17/openpi/results/libero_dataset_500/task1_ep37/actions.npy,task1_ep37/actions.npy,results_summary/action_adapter_demo/adapted/task1_ep37/adapted_actions.npy,False,105,0.8254421314584318,1.2141709017965425,0.8208221207473061,1.2060542519283155,0.08275715208932452,0.3473172350251891,0.0778273944050252,0.2818292879603713,0,0,75,105
